Location_ID,Business_Account_Number,Ownership_Name,DBA Name,Street_Address,City,State,Zip_Code,Business_Start_Date,Location Start Date,Mail_Address,Mail_City_State_Zip,Class Code,PBC Code
0320024-01-001,320024,ALVES RALPH S,THE BREAD MAN,100 ALEMANY BLVD,San Francisco,CA,94112,10/05/1998 12:00:00 AM,08/09/2005 12:00:00 AM,1983 ALAMO LN,SANTA ROSA CA 95407-8905,8,3079
0320174-01-001,320174,SOL PIZZA INC,NORTH BEACH PIZZA,800 STANYAN ST,San Francisco,CA,94117,07/01/1995 12:00:00 AM,07/01/1995 12:00:00 AM,800 STANYAN ST,SAN FRANCISCO CA 94117-2726,8,5800
0320342-01-001,320342,CANTON DIM SUM HOUSE INC,CANTON DIM SUM HOUSE INC,655 FOLSOM ST,San Francisco,CA,94107,11/28/2004 12:00:00 AM,11/28/2004 12:00:00 AM,655 FOLSOM ST,SAN FRANCISCO CA 94107-1314,8,5800
0320414-01-001,320414,CHOE SANG MI,THE OUTSIDER,894 GEARY BLVD,San Francisco,CA,94109,11/01/1998 12:00:00 AM,11/01/1998 12:00:00 AM,894 GEARY BLVD,SAN FRANCISCO CA 94109-0000,8,3079
0320546-01-001,320546,THAT'S IT INC.,BAR ON CASTRO THE,456 CASTRO ST B,San Francisco,CA,94114,10/22/1998 12:00:00 AM,10/22/1998 12:00:00 AM,2261 MARKET ST #290,SAN FRANCISCO CA 94114-1600,8,5800
0320546-03-001,320546,THAT'S IT INC.,LIME,2247 MARKET ST,San Francisco,CA,94114,10/22/1998 12:00:00 AM,01/01/2005 12:00:00 AM,2261 MARKET ST #290,SAN FRANCISCO CA 94114-1600,8,5800
0320546-06-001,320546,THAT'S IT INC.,LUNA,558 CASTRO ST,San Francisco,CA,94114,10/22/1998 12:00:00 AM,09/01/2005 12:00:00 AM,2261 MARKET ST #290,SAN FRANCISCO CA 94114-1600,8,5800
0320879-02-001,320879,WRINKLED LINCOLN INC,MISSION BAR,2695 MISSION ST,San Francisco,CA,94110,10/29/1998 12:00:00 AM,10/07/2003 12:00:00 AM,2695 MISSION ST,SAN FRANCISCO CA 94110-3101,8,5800
0320879-03-001,320879,WRINKLED LINCOLN INC,MISSION STREET BAR,2695 MISSION ST,San Francisco,CA,94110,10/29/1998 12:00:00 AM,10/07/2003 12:00:00 AM,2695 MISSION ST,SAN FRANCISCO CA 94110-3101,8,5800
0320879-04-001,320879,WRINKLED LINCOLN INC,MISSION BAR & GRILL,2695 MISSION ST,San Francisco,CA,94110,10/29/1998 12:00:00 AM,10/16/2003 12:00:00 AM,2695 MISSION ST,SAN FRANCISCO CA 94110-3101,8,5800
0320908-01-001,320908,FLLMRE ST REST PRTNRS LP/FLORI,FLORIO,1915 FILLMORE ST,San Francisco,CA,94115,11/15/1998 12:00:00 AM,11/15/1998 12:00:00 AM,1915 FILLMORE ST,SAN FRANCISCO CA 94115-2744,8,5812
0320919-01-001,320919,OREILLYS IRISH BAR & REST INC,OREILLYS IRISH BAR & RESTAURAN,622 GREEN ST,San Francisco,CA,94133,10/01/1998 12:00:00 AM,10/01/1998 12:00:00 AM,622 GREEN ST,SAN FRANCISCO CA 94133-3802,8,5800
0320919-02-001,320919,OREILLYS IRISH BAR & REST INC,S F'S PREMIER IRISH PUB,622 GREEN ST,San Francisco,CA,94133,10/01/1998 12:00:00 AM,07/10/2003 12:00:00 AM,622 GREEN ST,SAN FRANCISCO CA 94133-3802,8,5800
0320953-01-001,320953,MARSHALLS OF CA LLC,MARSHALLS,901 MARKET ST,San Francisco,CA,94103,02/01/1998 12:00:00 AM,02/01/1998 12:00:00 AM,770 COCHITUATE RD PAYROLL TAX - RTE 300-2AS,FRAMINGHAM MA 01701-4666,8,5800
0320971-01-001,320971,B J GROUP INC,NAN KING ROAD BISTRO,1360 9TH AVE,San Francisco,CA,94122,11/01/1998 12:00:00 AM,11/01/1998 12:00:00 AM,37497 FREMONT BLVD,FREMONT CA 94536-,8,5800
0321289-01-001,321289,KOKKARI LTD,KOKKARI ESTIATORIO,200 JACKSON ST,San Francisco,CA,94111,12/01/1998 12:00:00 AM,12/01/1998 12:00:00 AM,200 JACKSON ST,SAN FRANCISCO CA 94111-1806,8,5800
0321339-01-001,321339,GY FIRST CHOICE CORPORATION,GOLDILOCKS BAKE SHOP,4516 MISSION ST,San Francisco,CA,94112,12/01/1998 12:00:00 AM,12/01/1998 12:00:00 AM,2268 WESTBOROUGJ BLVD.. 306,SO SAN FRANCISCO CA 94080-5118,8,5800
0321339-02-001,321339,GY FIRST CHOICE CORPORATION,GOLDILOCKS BAKESHOP & RESTAURA,4516 MISSION ST,San Francisco,CA,94112,12/01/1998 12:00:00 AM,10/01/2003 12:00:00 AM,2268 WESTBOROUGJ BLVD.. 306,SO SAN FRANCISCO CA 94080-5118,8,5800
0321378-01-001,321378,PAT KULETO RESTAURANT INC,PAT KULETO RESTAURANT INC,55 FRANCISCO ST #430,San Francisco,CA,94133,10/01/1997 12:00:00 AM,01/01/2006 12:00:00 AM,450 POST ST FL 4,SAN FRANCISCO CA 94102-1530,8,5800
0321387-01-001,321387,CORREA INC,CASA MEXICANA,3917 24TH ST,San Francisco,CA,94114,11/15/1998 12:00:00 AM,11/15/1998 12:00:00 AM,3917 24TH ST,SAN FRANCISCO CA 94114-3703,8,5800
0321989-01-999,321989,LIU CHENG CHANG YANG YING,CHANG CHENG CONSTRUCTION CO,341 SEBASTIAN DR,MILLBRAE,CA,94030,12/15/1998 12:00:00 AM,01/18/2006 12:00:00 AM,341 SEBASTIAN DR,MILLBRAE CA 94030-2942,8,3079
0321989-02-999,321989,LIU CHENG CHANG YANG YING,TRUE FAST TRADING CO,341 SEBASTIAN DR,MILLBRAE,CA,94030,12/15/1998 12:00:00 AM,01/18/2006 12:00:00 AM,341 SEBASTIAN DR,MILLBRAE CA 94030-2942,8,3079
0322350-01-001,322350,HYDE ST SEAFOOD HOUSE & RAW BA,HYDE ST SEAFOOD HOUSE & RAW BA,1509 HYDE ST,San Francisco,CA,94109,04/15/1998 12:00:00 AM,04/15/1998 12:00:00 AM,1509 HYDE ST,SAN FRANCISCO CA 94109-3113,8,5800
0322356-01-001,322356,BALTAZAR MARIA E & GUSTAVO,GO GETTERS PIZZA,69 GOUGH ST,San Francisco,CA,94102,01/05/1999 12:00:00 AM,01/05/1999 12:00:00 AM,615 ANDERSON WAY,RIO VISTA CA 94571-1279,8,3079
0322356-06-001,322356,BALTAZAR MARIA E & GUSTAVO,GO GETTERS DELI,100 GOUGH ST,San Francisco,CA,94102,01/05/1999 12:00:00 AM,03/01/2010 12:00:00 AM,615 ANDERSON WAY,RIO VISTA CA 94571-1279,8,3079
0322356-07-001,322356,BALTAZAR MARIA E & GUSTAVO,DON AGAPITO'S,100 GOUGH ST,San Francisco,CA,94102,01/05/1999 12:00:00 AM,06/15/2013 12:00:00 AM,615 ANDERSON WAY,RIO VISTA CA 94571-1279,8,3079
0322408-03-002,322408,TASCHKE AMINA,BIEN ETRE SPA DE PARIS,2031 UNION ST #2,San Francisco,CA,94123,03/01/2001 12:00:00 AM,10/22/2001 12:00:00 AM,2031 UNION ST #2,SAN FRANCISCO CA 94123-4100,8,3079
0322442-01-001,322442,DOLRIC INC,XO,44 BELDEN PL,San Francisco,CA,94104,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,22 BELDEN PL,SAN FRANCISCO CA 94104-2802,8,5800
0322442-02-001,322442,DOLRIC INC,B44,44 BELDEN PL,San Francisco,CA,94104,01/01/1999 12:00:00 AM,06/14/1999 12:00:00 AM,22 BELDEN PL,SAN FRANCISCO CA 94104-2802,8,5800
0322461-01-001,322461,TAN YU LIN,OCEAN PEARL RESTAURANT,781-785 BROADWAY ST,San Francisco,CA,94133,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,781 BROADWAY ST,SAN FRANCISCO CA 94133-4314,8,3079
0322513-01-001,322513,YUMMI ENTERPRISES INC,POPEYES FAMOUS FRIED CHICKEN,2598 MISSION ST,San Francisco,CA,94110,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,P.O. BOX 2398,BRISBANE CA 94005-0000,8,5800
0322513-02-001,322513,YUMMI ENTERPRISES INC,POPEYES FAMOUS FRIED CHICKEN,890 GENEVA AVE,San Francisco,CA,94112,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,P.O. BOX 2398,BRISBANE CA 94005-0000,8,5800
0322521-02-001,322521,CANCUN TAQUERIA INC,TLALOC SABOR MEXICANO,525 COMMERCIAL ST,San Francisco,CA,94111,01/10/1999 12:00:00 AM,07/01/2002 12:00:00 AM,525 COMMERCIAL ST,SAN FRANCISCO CA 94111-3005,8,5800
0322603-03-001,322603,CHU YOUNG MAN & LISA CHU C,HAN KOOK VIDEO,1619 LAGUNA ST A,San Francisco,CA,94115,01/04/1999 12:00:00 AM,07/11/2000 12:00:00 AM,1619 LAGUNA ST #A,SAN FRANCISCO CA 94115-3213,8,3079
0322603-04-001,322603,CHU YOUNG MAN & LISA CHU C,PLAYGROUND,1705 BUCHANAN ST,San Francisco,CA,94115,01/04/1999 12:00:00 AM,08/01/2006 12:00:00 AM,1619 LAGUNA ST #A,SAN FRANCISCO CA 94115-3213,8,3079
0322603-05-001,322603,CHU YOUNG MAN & LISA CHU C,SSISSO,1700 POST ST,San Francisco,CA,94115,01/04/1999 12:00:00 AM,07/03/2012 12:00:00 AM,1619 LAGUNA ST #A,SAN FRANCISCO CA 94115-3213,8,3079
0322694-02-001,322694,D & G COMPANY LLC,LOU'S FISH SHACK,300 JEFFERSON ST,San Francisco,CA,94133,01/01/1998 12:00:00 AM,04/01/2012 12:00:00 AM,123 2ND ST,SAUSALITO CA 94965-,8,5812
0322759-07-001,322759,PHAM ROSE R,DANO VIETNAMESE CAFE,5668 3RD ST,San Francisco,CA,94124,05/05/2011 12:00:00 AM,01/01/2012 12:00:00 AM,5668 3RD ST,SAN FRANCISCO CA 94124-2608,8,3079
0322819-02-001,322819,DOUBLE P CORPORATION,AUNTIE ANNE'S PRETZEL,845 MARKET ST SPACE #201,San Francisco,CA,94105,03/29/2009 12:00:00 AM,03/29/2009 12:00:00 AM,5724 N PULASKI RD,CHICAGO IL 60646-0000,8,5800
0322819-02-002,322819,DOUBLE P CORPORATION,AUNTIE ANNE'S PRETZEL,333 JEFFERSON ST 105,San Francisco,CA,94133,03/29/2009 12:00:00 AM,09/03/2013 12:00:00 AM,5724 N PULASKI RD,CHICAGO IL 60646-0000,8,5800
0322906-02-001,322906,R VENUE INC,CAFE VENUE MONTGOMERY,218 MONTGOMERY ST,San Francisco,CA,94104,01/04/1999 12:00:00 AM,01/04/1999 12:00:00 AM,734 MERRIMAC PL,DANVILLE CA 94526-2614,8,5800
0322906-04-001,322906,R VENUE INC,CAFE VENUE LEIDESDORFF,70 LEIDESDORFF ST,San Francisco,CA,94104,01/04/1999 12:00:00 AM,05/01/1999 12:00:00 AM,734 MERRIMAC PL,DANVILLE CA 94526-2614,8,5800
0322906-05-001,322906,R VENUE INC,CAFE VENUE FIFTH,67 5TH ST,San Francisco,CA,94103,01/04/1999 12:00:00 AM,11/20/2006 12:00:00 AM,734 MERRIMAC PL,DANVILLE CA 94526-2614,8,5800
0322906-06-001,322906,R VENUE INC,CAFE VENUE FREMONT,215 FREMONT ST 3,San Francisco,CA,94105,01/04/1999 12:00:00 AM,02/28/2008 12:00:00 AM,734 MERRIMAC PL,DANVILLE CA 94526-2614,8,5800
0322975-01-001,322975,YOO HYUN MOK & YOO EUN HWAN,MRS T'S CAFE,809 MONTGOMERY ST,San Francisco,CA,94133,02/01/1999 12:00:00 AM,02/01/1999 12:00:00 AM,809 MONTGOMERY ST,SAN FRANCISCO CA 94133-5108,8,3079
0323068-01-001,323068,XOLA LLC,MAYA RESTAURANT,303 2ND ST 130-S,San Francisco,CA,94107,02/01/1999 12:00:00 AM,02/01/1999 12:00:00 AM,PO BOX 27455,SAN FRANCISCO CA 94127-4055,8,5800
0323221-02-001,323221,CORNEJO JOSE & JULIA,TAQUERIA MANA,439 STOCKTON ST,San Francisco,CA,94108,12/16/2003 12:00:00 AM,12/16/2003 12:00:00 AM,439 STOCKTON ST,SAN FRANCISCO CA 94108-3608,8,3079
0323353-01-001,323353,LEE HYEON SOOK,FUJI RESTAURANT,301 WEST PORTAL AV,San Francisco,CA,94127,01/27/1999 12:00:00 AM,01/27/1999 12:00:00 AM,301 WEST PORTAL AV,SAN FRANCISCO CA 94127-1411,8,3079
0323529-01-001,323529,THE MINT B & R INC,THE MINT B & R INC,1942 MARKET ST,San Francisco,CA,94102,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,1942 MARKET ST,SAN FRANCISCO CA 94102-6228,8,5800
0323529-02-001,323529,THE MINT B & R INC,MINT THE,1942 MARKET ST,San Francisco,CA,94102,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,1942 MARKET ST,SAN FRANCISCO CA 94102-6228,8,5800
0323597-01-001,323597,WOO FREDERICK,MAGIC WOK RESTAURANT,84 9TH ST,San Francisco,CA,94103,02/15/1999 12:00:00 AM,11/24/2004 12:00:00 AM,84 9TH ST,SAN FRANCISCO CA 94103-1408,8,3079
0324118-01-001,324118,CAJUN PACIFIC,CAJUN PACIFIC,4542 IRVING ST,San Francisco,CA,94122,02/05/1999 12:00:00 AM,02/05/1999 12:00:00 AM,4542 IRVING ST,SAN FRANCISCO CA 94122-1132,8,5800
0324119-02-001,324119,VANG SING KHOEUNG,COFFEE TO THE PEOPLE,1206 MASONIC AVE,San Francisco,CA,94107,05/21/2011 12:00:00 AM,05/21/2011 12:00:00 AM,1206 MASONIC AVENUE,SAN FRANCISCO CA 94117-2917,8,3079
0324371-01-001,324371,YUMMY YUMMY VIETNAMESE RES INC,YUMMY YUMMY VIETNAMESE RESTAUR,1015 IRVING ST,San Francisco,CA,94122,03/01/1999 12:00:00 AM,03/01/1999 12:00:00 AM,1015 IRVING ST,SAN FRANCISCO CA 94122-2215,8,5800
0324448-01-001,324448,VANSANT TOKCHA,KIL'S PLACE,937 GEARY ST,San Francisco,CA,94102,09/01/2003 12:00:00 AM,09/01/2003 12:00:00 AM,600 GEARY STREET,SAN FRANCISCO CA 94102-1647,8,3079
0324448-03-001,324448,VANSANT TOKCHA,HIGH TIDE,600 GEARY ST,San Francisco,CA,94109,09/01/2003 12:00:00 AM,09/01/2003 12:00:00 AM,600 GEARY STREET,SAN FRANCISCO CA 94102-1647,8,3079
0324504-01-001,324504,EL VALENCIANO RESTAURANT LLC,EL VALENCIANO RESTAURANT LLC,1153 VALENCIA ST,San Francisco,CA,94110,01/04/1997 12:00:00 AM,01/04/1997 12:00:00 AM,1153 VALENCIA STREET,SAN FRANCISCO CA 94110-3075,8,5812
0324509-01-001,324509,EL ZOCALO MISSION LLC,EL ZOCALO RESTAURANT,3230 MISSION ST,San Francisco,CA,94110,01/04/1997 12:00:00 AM,01/04/1997 12:00:00 AM,3230 MISSION ST,SAN FRANCISCO CA 94110-5007,8,5812
0324581-01-001,324581,PICKAPPLE LLC,BUCKHORN,101 4TH ST 164,San Francisco,CA,94103,06/15/1999 12:00:00 AM,06/15/1999 12:00:00 AM,301 COUNTY AIRPORT ROAD #214,VACAVILLE CA 95688-,8,5800
0324581-02-001,324581,PICKAPPLE LLC,BUCKHORN GRILL,4 EMBARCADERO CNTR,San Francisco,CA,94111,06/15/1999 12:00:00 AM,04/01/2006 12:00:00 AM,301 COUNTY AIRPORT ROAD #214,VACAVILLE CA 95688-,8,5800
0324581-03-001,324581,PICKAPPLE LLC,BUCKHORN GRILL,845 MARKET ST,San Francisco,CA,94103,06/15/1999 12:00:00 AM,09/01/2006 12:00:00 AM,301 COUNTY AIRPORT ROAD #214,VACAVILLE CA 95688-,8,5800
0324596-01-001,324596,ALFRED'S 886 INC,ALFRED'S STEAKHOUSE,659 MERCHANT ST,San Francisco,CA,94111,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,659 MERCHANT STREET,SAN FRANCISCO CA 94111-2505,8,5800
0324628-03-001,324628,HARD ROCK CAFE INT'L (USA) INC,HARD ROCK CAFE,39 PIER,San Francisco,CA,94133,01/01/1998 12:00:00 AM,08/25/2002 12:00:00 AM,6100 OLD PARK LN,ORLANDO FL 32835-0000,8,5800
0324701-01-001,324701,NOH AM RAE,SANPPO RESTAURANT,1702 POST ST,San Francisco,CA,94115,04/01/1999 12:00:00 AM,04/01/1999 12:00:00 AM,1702 POST ST,SAN FRANCISCO CA 94115-3606,8,3079
0324744-01-001,324744,INCIPIT VITA NOVA INC ET AL,BIZOU RESTAURANT AND BAR,598 4TH ST,San Francisco,CA,94107,01/06/1998 12:00:00 AM,05/30/2005 12:00:00 AM,129 YUKON STREET,SAN FRANCISCO CA 94114-,8,5812
0324744-02-001,324744,INCIPIT VITA NOVA INC ET AL,COCO500,500 BRANNAN ST,San Francisco,CA,94107,01/06/1998 12:00:00 AM,06/01/2005 12:00:00 AM,129 YUKON STREET,SAN FRANCISCO CA 94114-,8,5812
0324777-01-001,324777,SCOTT ALLEY ASSOCIATES LLC,SCOTT ALLEY ASSOCIATES LLC,75 FOLSOM ST 1702,San Francisco,CA,94105,03/02/1999 12:00:00 AM,01/01/2004 12:00:00 AM,244 Jackson Street,SAN FRANCISCO CA 94111-0000,8,5800
0324777-02-001,324777,SCOTT ALLEY ASSOCIATES LLC,ALIST,75 FOLSOM ST 1702,San Francisco,CA,94105,03/02/1999 12:00:00 AM,01/01/2004 12:00:00 AM,244 Jackson Street,SAN FRANCISCO CA 94111-0000,8,5800
0324777-03-001,324777,SCOTT ALLEY ASSOCIATES LLC,ALEX,75 FOLSOM ST 1702,San Francisco,CA,94105,03/02/1999 12:00:00 AM,09/15/2008 12:00:00 AM,244 Jackson Street,SAN FRANCISCO CA 94111-0000,8,5800
0324777-04-001,324777,SCOTT ALLEY ASSOCIATES LLC,A5 STEAKLOUNGE,244 JACKSON ST,San Francisco,CA,94111,03/02/1999 12:00:00 AM,02/02/2009 12:00:00 AM,244 Jackson Street,SAN FRANCISCO CA 94111-0000,8,5800
0324777-05-001,324777,SCOTT ALLEY ASSOCIATES LLC,5A5 STEAK LOUNGE,244 JACKSON ST,San Francisco,CA,94111,03/02/1999 12:00:00 AM,08/06/2009 12:00:00 AM,244 Jackson Street,SAN FRANCISCO CA 94111-0000,8,5800
0324785-01-001,324785,WARAKUBUNE INC,WARAKUBUNE,307 CHURCH ST,San Francisco,CA,94114,03/01/1999 12:00:00 AM,03/01/1999 12:00:00 AM,307 CHURCH ST,SAN FRANCISCO CA 94114-1718,8,5800
0324823-01-001,324823,FEED THE METER LLC,ASQEW GRILL,1607 HAIGHT ST,San Francisco,CA,94117,03/12/1999 12:00:00 AM,01/01/2005 12:00:00 AM,2215 CHESTNUT 3,SAN FRANCISCO CA 94123-2607,8,5812
0324823-01-002,324823,FEED THE METER LLC,ASQEW GRILL,3415 CALIFORNIA ST,San Francisco,CA,94118,03/12/1999 12:00:00 AM,08/28/2006 12:00:00 AM,2215 CHESTNUT 3,SAN FRANCISCO CA 94123-2607,8,5812
0324823-02-001,324823,FEED THE METER LLC,ASQEW GRILL,3348 STEINER ST,San Francisco,CA,94123,03/12/1999 12:00:00 AM,04/16/2001 12:00:00 AM,2215 CHESTNUT 3,SAN FRANCISCO CA 94123-2607,8,5812
0324823-05-001,324823,FEED THE METER LLC,ASQEW GRILL,2215 CHESTNUT ST 3,San Francisco,CA,94123,03/12/1999 12:00:00 AM,12/13/2010 12:00:00 AM,2215 CHESTNUT 3,SAN FRANCISCO CA 94123-2607,8,5812
0324828-01-001,324828,STARWOOD HOTELS & RESORTS,W SAN FRANCISCO,181 3RD ST,San Francisco,CA,94103,03/15/1999 12:00:00 AM,07/29/2009 12:00:00 AM,181 3RD ST,SAN FRANCISCO CA 94103-3107,8,5800
0324828-02-001,324828,STARWOOD HOTELS & RESORTS,XYZ RESTAURANT,181 3RD ST,San Francisco,CA,94103,03/15/1999 12:00:00 AM,03/15/1999 12:00:00 AM,181 3RD ST,SAN FRANCISCO CA 94103-3107,8,5800
0324865-01-001,324865,SAN FRANCISCO AIDS FOUNDATION,S F H C,995 MARKET ST 200,San Francisco,CA,94103,03/01/1984 12:00:00 AM,03/01/1984 12:00:00 AM,1035 MARKET ST STE 400,SAN FRANCISCO CA 94103-1665,8,5800
0324865-02-001,324865,SAN FRANCISCO AIDS FOUNDATION,HIV PREVENTION PROJECT,995 MARKET ST 200,San Francisco,CA,94103,03/01/1984 12:00:00 AM,11/01/2002 12:00:00 AM,1035 MARKET ST STE 400,SAN FRANCISCO CA 94103-1665,8,5800
0324865-03-001,324865,SAN FRANCISCO AIDS FOUNDATION,SAN FRANCISCO AIDS FOUNDATION,995 MARKET ST 200,San Francisco,CA,94103,03/01/1984 12:00:00 AM,03/01/1984 12:00:00 AM,1035 MARKET ST STE 400,SAN FRANCISCO CA 94103-1665,8,5800
0324865-04-001,324865,SAN FRANCISCO AIDS FOUNDATION,CASTRO COUNTRY CLUB,4058 18TH ST,San Francisco,CA,94114,03/01/1984 12:00:00 AM,11/16/2012 12:00:00 AM,1035 MARKET ST STE 400,SAN FRANCISCO CA 94103-1665,8,5800
0324871-02-001,324871,BRAINWASH INC,BRAINWASH,1122 FOLSOM ST,San Francisco,CA,94103,02/01/1999 12:00:00 AM,02/01/1999 12:00:00 AM,1122 FOLSOM ST,SAN FRANCISCO CA 94103-3928,8,5800
0325110-01-001,325110,NAKAGAWA TAKAO,KISS SEAFOOD,1708 LAGUNA ST,San Francisco,CA,94115,04/01/1999 12:00:00 AM,04/01/1999 12:00:00 AM,1521 SUTTER STREET #202,SAN FRANCISCO CA 94109-5390,8,3079
0325139-01-001,325139,GAVIOLA GALVIN L/TOBIAS RAY L,DEEPSUSHI,1740 CHURCH ST,San Francisco,CA,94131,03/24/1999 12:00:00 AM,03/24/1999 12:00:00 AM,1740 CHURCH ST,SAN FRANCISCO CA 94131-2413,8,5812
0325303-01-001,325303,ANG SOE BIN & GOUW YUNITA UTAM,BOROBUDUR RESTAURANT,700 POST ST,San Francisco,CA,94109,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,PO BOX 27586,SAN FRANCISCO CA 94127-0586,8,3079
0325357-01-001,325357,TRAN KEVIN,HOANG-DAT COFFEE SHOP,930 GEARY ST,San Francisco,CA,94109,04/01/1999 12:00:00 AM,04/01/1999 12:00:00 AM,930 GEARY ST,SAN FRANCISCO CA 94109-7002,8,3079
0325414-02-001,325414,CHEN JAMES & KRISTI,CLUB KRISTI,782 O'FARRELL ST,San Francisco,CA,94109,04/06/1999 12:00:00 AM,08/23/1999 12:00:00 AM,206 E CRYSTAL COVE TER,SAN FRANCISCO CA 94134-0000,8,3079
0325521-01-001,325521,KIM JINSOO,ARIAKE,5041 GEARY BL,San Francisco,CA,94118,04/01/1999 12:00:00 AM,04/01/1999 12:00:00 AM,5041 GEARY BLVD,SAN FRANCISCO CA 94118-2813,8,3079
0325521-02-001,325521,KIM JINSOO,ARIAKE JAPANESE RESTAURANT,5041 GEARY BLVD,San Francisco,CA,94118,04/01/1999 12:00:00 AM,04/10/2009 12:00:00 AM,5041 GEARY BLVD,SAN FRANCISCO CA 94118-2813,8,3079
0325687-02-001,325687,MISSION BAY FOOD COMPANY LLC,DOS PINAS,251 RHODE ISLAND ST,San Francisco,CA,94103,03/19/1999 12:00:00 AM,03/19/1999 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-03-001,325687,MISSION BAY FOOD COMPANY LLC,PAZZO,2 HENRY ADAMS ST,San Francisco,CA,94102,03/19/1999 12:00:00 AM,11/30/2000 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-08-001,325687,MISSION BAY FOOD COMPANY LLC,CAFE 24,600 16TH ST 2ND FLR,San Francisco,CA,94158,03/19/1999 12:00:00 AM,04/04/2011 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-08-002,325687,MISSION BAY FOOD COMPANY LLC,CAFE 24,1200 16TH ST,San Francisco,CA,94107,03/19/1999 12:00:00 AM,04/04/2011 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-10-001,325687,MISSION BAY FOOD COMPANY LLC,OFFICE,2 HENRY ADAMS ST M95,San Francisco,CA,94103,03/19/1999 12:00:00 AM,01/01/2007 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-11-001,325687,MISSION BAY FOOD COMPANY LLC,PUBLICO,555 9TH ST,San Francisco,CA,94103,03/19/1999 12:00:00 AM,06/15/2009 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325687-13-001,325687,MISSION BAY FOOD COMPANY LLC,PUBLICO #2,550 A GENE FRIEND WY,San Francisco,CA,94158,03/19/1999 12:00:00 AM,02/09/2011 12:00:00 AM,2 HENRY ADAMS ST #M-95,SAN FRANCISCO CA 94103-5036,8,5812
0325714-01-001,325714,BLUE ENCLAVE LLC,THE BLUE PLATE,3218 MISSION ST,San Francisco,CA,94110,04/13/1999 12:00:00 AM,04/13/1999 12:00:00 AM,3218 MISSION ST,SAN FRANCISCO CA 94110-5007,8,5812
0325859-01-001,325859,NG JIM & ZHAO SHUFEN,HUNAN EMPIRE RESTAURANT,2001 UNION ST 107,San Francisco,CA,94123,05/01/1999 12:00:00 AM,05/01/1999 12:00:00 AM,2001 UNION STREET STE. 107,SAN FRANCISCO CA 94123-4136,8,3079
0325904-01-001,325904,AVATAR FOODS INTERNATIONAL INC,GLOBAL GOURMET CATERING,1030 ILLINOIS ST,San Francisco,CA,94107,04/02/1999 12:00:00 AM,04/02/1999 12:00:00 AM,1030 ILLINOIS ST,SAN FRANCISCO CA 94107-3120,8,5800
0325904-06-001,325904,AVATAR FOODS INTERNATIONAL INC,THE FILLMORE,1805 GEARY BLVD,San Francisco,CA,94115,04/02/1999 12:00:00 AM,06/08/2013 12:00:00 AM,1030 ILLINOIS ST,SAN FRANCISCO CA 94107-3120,8,5800
0326033-01-001,326033,LEE PUN WUN / CHENG JIAN L,YET FLAT CONSTRUCTION,1044 HAMPSHIRE ST,San Francisco,CA,94110,04/23/1999 12:00:00 AM,04/23/1999 12:00:00 AM,774 COMMERCIAL ST,SAN FRANCISCO CA 94108-1803,8,3079
0326156-01-001,326156,S F BAY CONCESSIONAIRES,S F BAY CONCESSIONAIRES,PIER 41 FISHERMANS WHARF,SAN FRANCISCO,CA,94133,04/28/1999 12:00:00 AM,04/28/1999 12:00:00 AM,PIER 41 FISHERMANS WHARF,SAN FRANCISCO CA 94133-,8,5800
0326160-01-001,326160,KDB RESTAURANTS LLC,GARY DANKO,800 NORTHPOINT ST,San Francisco,CA,94109,05/03/1999 12:00:00 AM,05/03/1999 12:00:00 AM,800 NORTHPOINT ST,SAN FRANCISCO CA 94109-1228,8,5800
0326368-02-001,326368,THAI SPEED INC,KOH SAMUI & THE MONKEY,415 BRANNAN ST,San Francisco,CA,94107,12/31/2009 12:00:00 AM,12/31/2009 12:00:00 AM,415 Brannan St.,SAN FRANCISCO CA 94107-6002,8,5800
0326518-01-001,326518,PURE ENTERTAINMENT LLC,BUTTER,354 11TH ST,San Francisco,CA,94103,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,354 11TH ST,SAN FRANCISCO CA 94103-4314,8,5800
